"aspect ratio","audience score","box office (gross usa)","cast","director","distributor","genre","original language","producer","production co","rating","release date (streaming)","release date (theaters)","rerelease date (theaters)","runtime","sound mix","synopsis","title","tomatometer","url","view the collection","writer"
,"83",,"Nancy Buirski, Nancy Buirski, Nancy Buirski","Nancy Buirski","Shout! Studios","Documentary","English","Nancy Buirski, Claire L. Chandler, Susan Margolin","Artemis Rising Foundation, Get Lifted Film Company, Augusta Films",,"Aug 3 2021","Jun 18 2021, limited",,"1h 31m",,"A Crime on the Bayou is the story of Gary Duncan, a Black teenager from Plaquemines Parish, a swampy strip of land south of New Orleans. In 1966, Duncan tries to break up an argument between white and Black teenagers outside a newly integrated school. He gently lays his hand on a white boy's arm. The boy recoils like a snake. That night, police burst into Duncan's trailer and arrest him for assault on a minor. A young Jewish attorney, Richard Sobol, leaves his prestigious D.C. firm to volunteer in New Orleans. With his help, Duncan bravely stands up to a racist legal system powered by a white supremacist boss to challenge his unfair arrest. Their fight goes all the way to the U.S. Supreme Court, and their lifelong friendship is forged.","A Crime on the Bayou","100","https://www.rottentomatoes.com/m/a_crime_on_the_bayou",,"Nancy Buirski"
,"45","$1.6M","James Wilby, Kristin Scott Thomas, Rupert Graves","Charles Sturridge","New Line Cinema","Drama","English","Derek Granger","Stagescreen Productions, London Weekend Television","PG","Jan 19 2017","Jun 24 1988, original",,"1h 58m","Surround","English aristocrat Tony Last (James Wilby) welcomes tragedy into his life when he invites John Beaver (Rupert Graves) to visit his vast estate. There Beaver makes the acquaintance of Tony's wife, Brenda (Kristin Scott Thomas). Together, they continue their relationship in a series of bedroom assignations in London. Trusting to a fault, Tony is unaware that anything is amiss until his wife suddenly asks for a divorce. With his life in turmoil, Tony goes on a haphazard journey to South America.","A Handful of Dust","100","https://www.rottentomatoes.com/m/handful_of_dust",,"Derek Granger, Charles Sturridge, Tim Sullivan"
,"85",,"Roger Guenveur Smith, Spike Lee, Steven Adams","Spike Lee",,"Biography","English","Steven Adams, Spike Lee","Miramax","TV14","Nov 30 2016",,,"1h 28m",,"A radical (Roger Guenveur Smith) from Oakland, Calif., establishes the Black Panther Party based on his 10-point program for social reform.","A Huey P. Newton Story","100","https://www.rottentomatoes.com/m/a-huey-p-newton-story",,
,,,"",,,,,,,,,,,,,"","",,"https://www.rottentomatoes.com/m/771564230",,
,"83",,"Katalin Berek, Laszlo Szabo, Gyongyver Vigh","Marta Meszaros",,"Drama","Hungarian",,"Hungarofilm, Hunnia Filmstúdió",,"Jan 5 2017",,,"1h 29m",,"When middle-aged Kata (Berek Kati) realizes that her life will only be complete if she has a baby of her own, her longstanding-but-married boyfriend Joska (Laszlo Szabo) refuses to comply. But by developing an unlikely friendship with the angst-ridden teenage orphan Anna (Gyongyver Vigh), who is also involved in a controversial relationship, Kata discovers aspects of herself, and her role as a woman, that have gone unexamined throughout her entire, lonely life.","Adoption","100","https://www.rottentomatoes.com/m/adoption",,
,"83",,"Sarah Menzies, Caryn Capotosto, Jenifer Westphal","Sarah Menzies",,"Documentary","Persian","Sarah Menzies, Anna Brones, Shannon Galpin, Jenny Nichols","Let Media",,"Mar 8 2019",,,"1h 30m",,"Despite cultural barriers, oppression and death threats, women in Afghanistan embrace the power and freedom of riding a bicycle.","Afghan Cycles","100","https://www.rottentomatoes.com/m/afghan_cycles",,
,"58",,"Yulia Solntseva, Nikolay Batalov, Igor Ilyinsky","Jakov Protazanov",,"Sci-fi, Adventure, Drama, Fantasy",,,"Mezhrabpom-Russ",,"Jan 15 2017","Mar 25 1929, limited",,"1h 25m",,"A soldier, an inventor and a police informant participate in the first flight to Mars.","Aelita: Queen of Mars","100","https://www.rottentomatoes.com/m/aelita_queen_of_mars",,"Aleksey Fayko, Fedor Ozep"
,"77","$101.5K","Havana Marking","Havana Marking","Zeitgeist","Documentary","English",,"Roast Beef Productions",,"Nov 18 2016","Jun 26 2009, limited",,"1h 28m",,"Director Havana Marking dives into the booming, but still young and growing, world of pop culture in Afghanistan. Newly liberated after more than 30 years of stifling Taliban rule, the country is taken with a fervor for expression. This documentary follows four contestants, including two women, as they audition, sing and compete in a countrywide ""American Idol""-type competition called ""Pop Idol."" Marking uncovers a wonderfully vibrant community, which is also surprisingly accepting.","Afghan Star","100","https://www.rottentomatoes.com/m/afghan_star",,
"IMAX (1.43:1)","70",,"James Earl Jones, George Casey, George Casey","George Casey",,"Documentary","English","George Casey, Paul Novros","Graphic Films",,"Nov 15 2016",,,"39m",,"James Earl Jones narrates filmmaker George Casey's spotlight on the region's natural beauty and timeless cycles.","Africa: The Serengeti","100","https://www.rottentomatoes.com/m/imax_africa_the_serengeti",,"George Casey, Mose Richards"
,"85","$71.7K","Renee Firestone, Erika Jacoby, Jon Kean","Jon Kean","Passion River","Documentary","English","Jon Kean",,,"Jan 22 2019","Apr 20 2018, limited",,"1h 23m",,"Hoping to find a sense of normalcy, six female Holocaust survivors immigrate to America, get married and raise children.","After Auschwitz","100","https://www.rottentomatoes.com/m/after_auschwitz",,"Jon Kean, Deborah Blum"
,"76",,"John Scagliotti, Dan Hunt, Don DiNicola","John Scagliotti",,"Documentary, Lgbtq+","English","Dan Hunt",,,"May 22 2017",,,"1h 28m",,"Filmmaker John Scagliotti chronicles the gay rights movement from the 1969 Stonewall riots to the present.","After Stonewall","100","https://www.rottentomatoes.com/m/after_stonewall",,
,"50",,"Ivy Meeropol, Johnny Fego, Ivy Meeropol","Ivy Meeropol","HBO","Documentary","English","Johnny Fego, Ivy Meeropol, Xan Parker","HBO Documentary Films, Reversal Films Inc.",,"Jul 26 2023",,,"1h 28m",,"Residents and thousands of vacationers grapple with rising numbers of great white sharks off the coast of Cape Cod, Mass. Scientists investigate what has caused the surge, and what it can reveal about ocean health.","After the Bite","100","https://www.rottentomatoes.com/m/after_the_bite",,
,"58",,"Andrew Rossi, Brian Stelter","Andrew Rossi",,"Documentary","English",,,,"Mar 20 2020",,,"1h 35m",,"Filmmaker Andrew Rossi examines the rising phenomenon of fake news and how it impacts the average citizen in the United States.","After Truth: Disinformation and the Cost of Fake News","100","https://www.rottentomatoes.com/m/after_truth_disinformation_and_the_cost_of_fake_news",,
,"90",,"William Powell, Myrna Loy, James Stewart","W. S. Van Dyke II","MGM/UA Home Entertainment Inc., Metro-Goldwyn-Mayer","Comedy, Drama","English","Hunt Stromberg","Metro Goldwyn Mayer",,"Jan 1 2008","Dec 25 1936, original",,"1h 53m",,"Recently returned home from vacation, private detective Nick Charles (William Powell) and his socialite wife, Nora (Myrna Loy), are back on the case when Nora's cousin, Selma (Elissa Landi), reports her husband Robert (Alan Marshal) missing. As the duo search for the disreputable Robert, Selma's friend David Graham (James Stewart), who secretly pines for her, aids the investigation. When the three begin to unravel Robert's secret life, the missing persons case turns into one of murder.","After the Thin Man","100","https://www.rottentomatoes.com/m/after_the_thin_man",,"Dashiell Hammett, Frances Goodrich, Albert Hackett"
,"55",,"Paula Eiselt, Tonya Lewis Lee, Paula Eiselt","Paula Eiselt, Tonya Lewis Lee",,"Documentary","English","Paula Eiselt, Tonya Lewis Lee","Impact Partners, A Malka Film, Madstone Company Inc",,"Jul 19 2022",,,"1h 26m",,"Following the deaths of their partners due to preventable childbirth complications and medical negligence, two bereaved fathers galvanize activists, birth-workers and physicians to reckon with one of the most pressing yet unspoken American crises of our time -- the US maternal health crisis.","Aftershock","100","https://www.rottentomatoes.com/m/aftershock_2022",,
,"75",,"Daniel Mays, Richard Gadd, Paul Keating","Fergus O'Brien",,"Biography, Drama","English","Scott Bassett","BBC Studios",,"Oct 16 2019",,,"1h 25m",,"When Peter Wildeblood fell in love with Edward McNally in 1952, homosexuality was a crime in Britain. Their love affair would have devastating consequences for each of them, leading to a watershed moment for British equality.","Against the Law","100","https://www.rottentomatoes.com/m/against_the_law_2017",,"Brian Fillis"
,"49",,"James Mason, Helen Mirren, Jack MacGowran","Michael Powell",,"Drama","English","James Mason, Michael Powell","Nautilus Productions","R","Apr 1 2010","May 14 1969, original",,"1h 39m",,"A New York artist (James Mason) goes to an island on Australia's Great Barrier Reef and hires a girl (Helen Mirren) to be his model.","Age of Consent","100","https://www.rottentomatoes.com/m/age_of_consent",,
,"79","$91.3K","Alon Schwarz, Shaul Schwarz, Halil Efrat","Alon Schwarz, Shaul Schwarz","Music Box Films","Documentary","English","Alon Schwarz",,,"Jan 16 2018","Oct 20 2017, limited",,"1h 30m",,"In 1945, Izak was born inside the Bergen-Belsen displaced persons camp and sent for adoption in Israel. Secret details of his birth mother, an unknown brother in Canada and his father's true identity slowly emerge in this investigative, biographical film. The plight of displaced persons come to the fore when Izak and Shep -- the almost 70-year-old brothers -- finally meet in Canada, then head to a nursing home in Quebec to introduce Shep to his elderly mother, Aida, for the first time.","Aida's Secrets","100","https://www.rottentomatoes.com/m/aidas_secrets",,"Halil Efrat, Alon Schwarz"
,"66",,"Nick Broomfield, Arlene Pralle, Aileen Wuornos","Nick Broomfield","DEJ Productions, Strand Releasing","Documentary","English","Nick Broomfield","Channel 4 Television Corporation, Lafayette Films","R","Nov 5 2016","Feb 4 1994, original",,"1h 27m","Stereo","In this documentary, filmmaker Nick Broomfield follows the saga of Aileen Wuornos, a prostitute who has been accused of committing a brutal series of murders. Broomfield conducts interviews with Wuornos herself, and his crew films her trial as well as her interactions with religious fanatic Arlene Pralle, who gives Wuornos dubious advice and legally adopts her. The cameras also roll as the accused's attorney ignores the case at hand to negotiate a deal to sell his client's story.","Aileen Wuornos: The Selling of a Serial Killer","100","https://www.rottentomatoes.com/m/aileen_wuornos_the_selling_of_a_serial_killer",,"Nick Broomfield"
,"69",,"Kanto Shimokura, Debo Akibe, Emi Shimokura","Takeshi Fukunaga","Uzumasa","Drama","Japanese","Eric Nyari, Harue Miyake","Cineric Creative",,"Nov 18 2020","Nov 17 2020, limited",,"1h 24m",,"A sensitive 14-year-old boy takes his first tentative steps toward manhood.","Ainu Mosir","100","https://www.rottentomatoes.com/m/ainu_mosir",,"Takeshi Fukunaga"
,"53",,"Silvina Sabater, Sofía Gala Castiglione, Dante Della Paolera","Anahí Berneri","Cinema Tropical","Drama","Spanish","Anahí Berneri, Diego Dubcovsky","Varsovia, Instituto Nacional de Cine y Artes Audiovisuales (INCAA), Rosaura Films, Laura Cine",,"Dec 4 2018","Nov 30 2018, limited",,"1h 22m",,"A young mother in Buenos Aires gets a job as a sex worker.","Alanis","100","https://www.rottentomatoes.com/m/alanis",,"Anahí Berneri, Javier Van de Couter"
,"63",,"Fatima Sana Shaikh, Jaideep Ahlawat, Armaan Ralhan","Neeraj Ghaywan, Kayoze Irani, Shashank Khaitan, Raj Mehta",,"Romance, Drama","Hindi","Karan Johar, Apoorva Mehta, Somen Mishra","Dharmatic Entertainment",,"Apr 16 2021",,,"2h 22m",,"Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.","Ajeeb Daastaans","100","https://www.rottentomatoes.com/m/ajeeb_daastaans",,"Neeraj Ghaywan, Shashank Khaitan, Uzma Khan, Sumit Saxena"
,"57",,"Youssef Chahine, Hussein Fahmy, Hesham Selim","Youssef Chahine",,"Documentary","Arabic","Humbert Balsan, Marianne Khoury",,,"Jun 19 2020","Jun 20 1990, original",,"1h 48m",,"Filmmaker Youssef Chahine shows how he created some of his films, including ""Alexandria, Why?"" and ""La Terre.""","Alexandria, Again and Forever","100","https://www.rottentomatoes.com/m/alexandria_again_and_forever",,"Youssef Chahine"
,"",,"Russell Banks, Billy Corgan, Denise DeClue","Michael Caplan","First Run Features","Documentary","English","Nicole Bernardi-Reis, Gail Sonnenfeld",,,"Feb 17 2022","Oct 1 2021, limited",,"1h 25m",,"Exploding onto the national literary scene in 1950 after winning the first-ever National Book Award for ""The Man with the Golden Arm,"" Nelson Algren defined post-World War II American urban fiction with his gritty, brilliant depiction of Chicago and its working class. From Ernest Hemingway to Kurt Vonnegut, Frank Sinatra to Simone de Beauvoir, Algren influenced an entire creative class with his groundbreaking work. Featuring never-before-seen archival footage, newly uncovered audio recordings and his own rarely seen personal photo collages, ALGREN charts the rise and fall of a man whose transgressions, compassion and thirst for justice pushed him to become a tireless champion of America's underclass and one of the 20th century's most consequential literary voices.","Algren","100","https://www.rottentomatoes.com/m/algren",,"Michael Caplan"
,"76",,"Ali Wong",,,"Stand-up, Comedy",,,,"TVMA","May 6 2016",,,"1h 0m",,"Ali Wong's stand-up special delves into her sexual adventures, hoarding, the rocky road to pregnancy, and why feminism is terrible.","Ali Wong: Baby Cobra","100","https://www.rottentomatoes.com/m/ali_wong_baby_cobra",,
,"68",,"Ali Wong","Unknown Director",,"Stand-up, Comedy",,,,,"May 13 2018",,,"1h 4m",,"Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump -- and a torrent of hilarious truths about marriage and motherhood.","Ali Wong: Hard Knock Wife","100","https://www.rottentomatoes.com/m/ali_wong_hard_knock_wife",,
,"91",,"Brigitte Mira, El Hedi ben Salem, Barbara Valentin","Rainer Werner Fassbinder","New Yorker Films","Romance, Drama","German","Rainer Werner Fassbinder","Filmverlag der Autoren",,"Mar 11 2017","Oct 5 1974, wide",,"1h 34m",,"Emmi Kurowski (Brigitte Mira), a cleaning lady, is lonely in her old age. Her husband died years ago, and her grown children offer little companionship. One night she goes to a bar frequented by Arab immigrants and strikes up a friendship with middle-aged mechanic Ali (El Hedi ben Salem). Their relationship soon develops into something more, and Emmi's family and neighbors criticize their spontaneous marriage. Soon Emmi and Ali are forced to confront their own insecurities about their future.","Ali: Fear Eats the Soul","100","https://www.rottentomatoes.com/m/fear_of_fear",,
