"aspect ratio","audience score","box office (gross usa)","cast","director","distributor","genre","original language","producer","production co","rating","release date (streaming)","release date (theaters)","rerelease date (theaters)","runtime","sound mix","synopsis","title","tomatometer","url","view the collection","writer"
,"23",,"Amanda Seyfried, James Norton, Natalia Dyer","Shari Springer Berman, Robert Pulcini",,"Horror, Mystery & thriller","English","Stefanie Azpiazu, Anthony Bregman, Julie Cohen, Peter Cron","Likely Story",,"Apr 29 2021",,,"2h 1m","Dolby Digital","Catherine Clare (Academy Award®-nominee Amanda Seyfried) reluctantly trades life in 1980s Manhattan for a remote home in the tiny hamlet of Chosen, New York, after her husband George (James Norton) lands a job teaching art history at a small Hudson Valley college. Even as she does her best to transform the old dairy farm into a place where young daughter Franny will be happy, Catherine increasingly finds herself isolated and alone. She soon comes to sense a sinister darkness lurking both in the walls of the ramshackle property-and in her marriage to George.","Things Heard & Seen","38","https://www.rottentomatoes.com/m/things_heard_and_seen",,"Shari Springer Berman, Robert Pulcini, Robert Pulcini"
,"47",,"Robbie Amell, Rachael Taylor, Gray Powell","Tony Elliott",,"Sci-fi","English","John Finemore, Kyle Franke, Mason Novick, Nick Spicer",,,"Apr 4 2017",,,"1h 28m",,"The oil supply has run dry, and corporations fight against nations for the world's remaining energy supplies. Trapped in a house and surrounded by a gang of mysterious masked intruders, an engineer (Robbie Amell) must protect a technology that could deliver unlimited energy and end the wars that have consumed the world. The only problem is that the technology has created a time loop that condemns him and his friends to relive the same day over and over.","ARQ","43","https://www.rottentomatoes.com/m/arq",,"Tony Elliott"
,"63",,"Gary Oldman, Amanda Seyfried, Lily Collins","David Fincher","Netflix","Biography, Comedy, Drama","English","Ceán Chaffin, David Fincher, Eric Roth, Douglas Urbanski","Netflix","R (Some Language)","Dec 4 2020","Nov 13 2020, limited",,"2h 12m",,"1930s Hollywood is reevaluated through the eyes of scathing wit and alcoholic screenwriter Herman J. Mankiewicz as he races to finish ""Citizen Kane.""","Mank","83","https://www.rottentomatoes.com/m/mank",,"Jack Fincher"
,"50","$62.5M","Gerard Butler, Aaron Eckhart, Morgan Freeman","Babak Najafi","Focus Features","Action, Mystery & thriller","English","Gerard Butler, Alan Siegel, Matt O'Toole, Mark Gill, Les Weldon, John Thompson","Millennium Films, G-BASE","R (Strong Violence|Language Throughout)","Oct 4 2016","Mar 4 2016, wide",,"1h 39m",,"After the death of the British prime minister, the world's most powerful leaders gather in London to pay their respects. Without warning, terrorists unleash a devastating attack that leaves the city in chaos and ruins. Secret Service agent Mike Banning (Gerard Butler) springs into action to bring U.S. President Benjamin Asher (Aaron Eckhart) to safety. When Asher falls into the hands of the sinister organization, it's up to Banning to save his commander in chief from a horrible fate.","London Has Fallen","27","https://www.rottentomatoes.com/m/london_has_fallen",,"Creighton Rothenberger, Katrin Benedikt, Christian Gudegast, Chad St. John"
,"31",,"Rachel Dratch, Ana Gasteyer, Amy Poehler","Amy Poehler","Netflix","Comedy","English","Morgan Sackett, Amy Poehler",,"R (Crude Sexual Content|Some Drug Material|Language)","May 10 2019","May 8 2019, limited",,"1h 43m",,"Six women question their friendships and futures when they travel to Napa Valley, Calif., to celebrate one's 50th birthday.","Wine Country","66","https://www.rottentomatoes.com/m/wine_country",,"Emily Spivey, Liz Cackowski"
"Digital 2.39:1","46",,"Kevin Hart, Woody Harrelson, Kaley Cuoco","Patrick Hughes",,"Action, Comedy","English","Todd Black, Jason Blumenthal, Steve Tisch","HartBeat Productions, BRON Studios, Escape Artists, Columbia Pictures, Sony Pictures Entertainment","PG-13 (Violence Throughout|Suggestive Material|Some Strong Language)","Jun 24 2022",,,"1h 50m","Dolby Digital","A case of mistaken identity arises after a screw-up sales consultant and the world's deadliest assassin--known only as The Man from Toronto--run into each other at a holiday rental.","The Man From Toronto","23","https://www.rottentomatoes.com/m/the_man_from_toronto_2022",,"Robbie Fox, Chris Bremner"
,"40",,"Meryl Streep, Gary Oldman, Antonio Banderas","Steven Soderbergh","Netflix","Comedy","English","Lawrence Grey, Gregory Jacobs, Steven Soderbergh, Michael Sugar","Anonymous Content, Netflix","R (Some Sexual Content|Language|Disturbing Images)","Oct 18 2019","Sep 27 2019, limited",,"1h 36m",,"When her idyllic vacation takes an unthinkable turn, Ellen Martin begins investigating a fake insurance policy.","The Laundromat","42","https://www.rottentomatoes.com/m/the_laundromat",,"Scott Z. Burns"
,"90",,"Robert Downey Jr., Alan Arkin, Norman Lear","Chris Smith","Netflix","Documentary","English","Robert Downey Jr., Susan Downey, Emily Barclay Ford, Kevin Ford","Library Films, Team Downey","R (Language and Some Drug Use)","Dec 2 2022","Nov 18 2022, limited",,"1h 30m","Dolby Digital","Robert Downey Jr. pays tribute to his late father in this documentary chronicling the life and eclectic career of pioneering filmmaker Robert Downey Sr.","""Sr.""","97","https://www.rottentomatoes.com/m/sr",,
,"51",,"India Eisley, Mira Sorvino, Jason Isaacs","Assaf Bernstein","Vertical Entertainment","Mystery & thriller","English","Assaf Bernstein, Brad Kaplan, Giora Kaplan, Dana Lustig","Dana Lustig Productions, Primary Wave Entertainment, Vertical Entertainment, Buffalo Gal Pictures","R","Oct 15 2018","Oct 12 2018, limited",,"1h 43m",,"Maria is an alienated high school student whose life gets turned upside down when she switches places with her sinister mirror image.","Look Away","15","https://www.rottentomatoes.com/m/look_away",,"Assaf Bernstein"
,"78",,"Warren Beatty, Paula Prentiss, William Daniels","Alan J. Pakula","Paramount Pictures","Mystery & thriller","English","Alan J. Pakula","Paramount Pictures, Harbor Productions, Doubleday Productions","R","Feb 24 2010","Jun 14 1974, wide",,"1h 42m","Stereo Mono","After a presidential candidate is assassinated, political reporter Joe Frady (Warren Beatty) begins to suspect that the mysterious Parallax Corporation may be involved. As he investigates, others who share his suspicions start turning up dead, including his editor, Bill Rintels (Hume Cronyn). Eventually, Frady uncovers a conspiracy bigger than anyone expected and must race to prevent the corporation's next big hit as this political thriller plays out in an explosive game of cat and mouse.","The Parallax View","88","https://www.rottentomatoes.com/m/parallax_view",,"David Giler, Lorenzo Semple Jr., Loren Singer"
,"67",,"Martin Freeman, Anthony Hayes, Susie Porter","Ben Howling, Yolanda Ramke",,"Horror, Mystery & thriller","English","Russell Ackerman, Kristina Ceyton, Samantha Jennings, Mark Patterson, John Schoenfelder","Causeway Films, White Hot Productions",,"May 18 2018",,,"1h 45m",,"Stranded in rural Australia in the aftermath of a violent pandemic, an infected father desperately seeks a new home for his infant child, and a means to protect her from his own changing nature.","Cargo","87","https://www.rottentomatoes.com/m/cargo_2018",,"Yolanda Ramke"
,"74",,"Alban Lenoir, Éric Cantona, Thibault de Montalembert","Morgan S. Dalibert","Netflix","Action, Mystery & thriller, Crime, Drama","French (France)","Rémi Leautier","Netflix France, Nolita Cinema, Inoxy Films",,"Apr 28 2023",,,"2h 3m",,"In this intense action thriller, a special ops agent goes undercover within a criminal organization and unexpectedly befriends the boss's young son.","AKA","82","https://www.rottentomatoes.com/m/aka",,"Morgan S. Dalibert, Alban Lenoir"
"35mm Scope (2.35:1)","73","$37.9M","Brad Pitt, David Thewlis, BD Wong","Jean-Jacques Annaud","Sony Pictures Entertainment, TriStar Pictures","Drama","English","John H. Williams, Iain Smith, Jean-Jacques Annaud","Mandalay Pictures, TriStar Pictures","PG-13 (Some Violent Scenes)","Apr 16 2012","Oct 8 1997, wide",,"2h 16m","Surround Dolby Digital, SDDS","An egocentric Austrian mountaineer (Brad Pitt) gradually learns selflessness from the young Dalai Lama.","Seven Years in Tibet","58","https://www.rottentomatoes.com/m/1079716-seven_years_in_tibet",,"Heinrich Harrer, Becky Johnston"
,"62",,"David Harbour, Jahi Di'Allo Winston, Anthony Mackie","Christopher Landon","Netflix","Comedy, Adventure","English","Marty Bowen, Dan Halsted, Nathan Miller","Legendary Entertainment, Temple Hill Entertainment","PG-13 (Language|Violence|Sexual/Suggestive References)","Feb 24 2023","Feb 17 2023, limited",,"2h 6m",,"Finding a ghost named Ernest haunting their new home turns Kevin's family into overnight social media sensations. But when Kevin and Ernest go rogue to investigate the mystery of Ernest's past, they become a target of the CIA.","We Have a Ghost","42","https://www.rottentomatoes.com/m/we_have_a_ghost",,"Christopher Landon"
,"91",,"Craig Foster, Pippa Ehrlich, James Reed","Pippa Ehrlich, James Reed",,"Documentary","English","Craig Foster","A Netflix Original Documentary, The Sea Change Project, Off the Fence",,"Sep 7 2020",,,"1h 25m",,"A diver swims with an octopus that lives in a kelp forest off the coast of South Africa.","My Octopus Teacher","93","https://www.rottentomatoes.com/m/my_octopus_teacher",,"Pippa Ehrlich, James Reed"
,"25",,"Sarah Yarkin, Elsie Fisher, Mark Burnham","David Blue Garcia",,"Horror, Mystery & thriller","English","Fede Alvarez, Kim Henkel, Ian Henkel, Pat Cassidy","Legendary Pictures, Exurbia Films, Bad Hombre","R (Gore|Strong Bloody Horror Violence|Language)","Feb 18 2022",,,"1h 23m","Dolby Digital","Melody (Sarah Yarkin), her teenage sister Lila (Elsie Fisher), and their friends Dante (Jacob Latimore) and Ruth (Nell Hudson), head to the remote town of Harlow, Texas to start an idealistic new business venture. But their dream soon turns into a waking nightmare when they accidentally disrupt the home of Leatherface, the deranged serial killer whose blood-soaked legacy continues to haunt the area's residents -- including Sally Hardesty (Olwen Fouéré), the sole survivor of his infamous 1973 massacre who's hell-bent on seeking revenge.","Texas Chainsaw Massacre","30","https://www.rottentomatoes.com/m/texas_chainsaw_massacre_2022",,"Chris Thomas Devlin"
"Flat (1.85:1)","62","$26.8M","Natalie Portman, Scarlett Johansson, Eric Bana","Justin Chadwick","Sony Pictures Entertainment","History, Drama","English","Alison Owen","Columbia Pictures","PG-13 (Sexual Content|Mature Thematic Elements|Some Violent Images)","Jan 1 2012","Feb 29 2008, wide",,"1h 55m","SDDS Dolby Digital, DTS, Dolby SRD","King Henry VIII (Eric Bana) lacks an heir. Seeing this as an opportunity for personal gain, the Duke of Norfolk (David Morrissey) and Sir Thomas Boleyn (Mark Rylance) persuade Thomas' daughter Anne (Natalie Portman) to seduce the king. But Henry falls in love with Anne's sister, Mary (Scarlett Johansson), instead. When Mary becomes pregnant, she's confined to bed, with charged with Anne keeping the king from straying -- but the plan backfires when Anne seeks the king's affections for herself.","The Other Boleyn Girl","43","https://www.rottentomatoes.com/m/other_boleyn_girl",,"Peter Morgan"
"Scope (2.35:1)","59","$133.8M","Adam Sandler, Jack Nicholson, Marisa Tomei","Peter Segal","Columbia Pictures","Comedy","English","Jack Giarraputo, Barry Bernardi","Revolution Studios","PG-13 (Language|Crude Sexual Content)","May 13 2014","Apr 11 2003, wide",,"1h 46m","Dolby SR DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital","Dave Buznik (Adam Sandler) is usually a mild-mannered nonconfrontational guy. But after an altercation aboard an airplane, he is remanded to the care of an anger-management therapist, Dr. Buddy Rydell (Jack Nicholson), who could probably use a little anger management himself.","Anger Management","42","https://www.rottentomatoes.com/m/1121649-anger_management",,"David Dorfman"
"Flat (1.85:1)","55","$58.3M","Shawn Wayans, Marlon Wayans, Kerry Washington","Keenen Ivory Wayans","Sony Pictures Entertainment","Comedy","English","Rick Alvarez, Lee R. Mayes, Keenen Ivory Wayans, Marlon Wayans, Shawn Wayans, Joe Roth","Revolution Studios, Wayan Bros. Entertainment, Sony Pictures Entertainment","PG-13 (Crude and Sexual Humor|Brief Drug References|Language)","Apr 25 2011","Jul 14 2006, wide",,"1h 38m","Dolby SRD DTS, SDDS","Posing as an abandoned toddler, a very small fugitive (Marlon Wayans) from the law tricks a couple (Shawn Wayans, Kerry Washington) into taking him in. Once there, the baby-faced thief endures the other man's attempts at fatherhood while waiting for a chance to take back the stolen gem he hid in the wife's purse.","Little Man","12","https://www.rottentomatoes.com/m/little_man",,"Marlon Wayans, Keenen Ivory Wayans, Shawn Wayans"
"Flat (1.85:1)","71","$29.6M","Greg Cipes, Scott Menville, Khary Payton","Peter Rida Michail, Aaron Horvath","Warner Bros. Pictures","Kids & family, Comedy, Adventure, Action, Animation","English","Aaron Horvath, Michael Jelenic, Peggy Regan, Peter Rida Michail, Will Arnett","Warner Bros. Animation, DC Entertainment","PG (Action and Rude Humor)","Oct 9 2018","Jul 27 2018, wide",,"1h 27m","Dolby Atmos Dolby Digital, DTS, SDDS","It seems that all the major superheroes out there are starring in their own movies -- all but the Teen Titans. Robin is bound and determined to remedy that situation by becoming a star instead of a sidekick. With a few madcap ideas and a song in their hearts, the Teen Titans head to Hollywood to fulfill their dreams. Things soon go awry, however, when a supervillain plans to take over the planet -- putting the very fate of the young heroes on the line.","Teen Titans GO! to the Movies","91","https://www.rottentomatoes.com/m/teen_titans_go_to_the_movies",,"Michael Jelenic, Aaron Horvath"
,"41",,"Anders Matthesen, Cristiana Dell'Anna, Ghita Nørby","Mehdi Avaz",,"Romance, Drama","Danish","Mehdi Avaz, Puk Lodahl Eisenhardt","Rocket Road Pictures, SF Studios",,"May 18 2022",,,"1h 30m",,"When a Danish chef travels to Tuscany to sell his father's business, he meets a local woman who inspires him to rethink his approach to life and love.","Toscana","71","https://www.rottentomatoes.com/m/toscana",,"Mehdi Avaz"
